# General
## Title
### Wind Speed
## Abstract
### ERA5
## Date
### 2024-11-06
## Date type
### Publication: Date identifies when the data was issued
## Unit
### m s-1
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : WEMC
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@wemcouncil.org
### Organisation name
#### World Energy & Meteorology Council
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### NA
## Temporal extent
## Begin date
### 1979-01-01-0000
## End date
### 2024-10-31-2300
## Temporal resolution
### 1 month
## Geographic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
1979-01-31,1.9339831682392474,2.2335600145430106,2.2231163765456987,4.3231890248655915,2.6278903934139786,1.6860415121774193,3.1252506011424734,3.1925065232526886,3.4680773376344085,4.8732628024193545,4.317792219086021,2.389120317876344,3.0920057083333337,3.1462450883064514,3.3455031845430105,2.588351116344086,3.036958119623656,4.058909341397849,4.22812623938172,2.4816268778225807,,3.746673670120968,3.694448442244624,3.8941882172446234,2.07998636280914,1.7971085199596775,,4.365140027016129,2.550563152016129,4.093740402553764,3.137463730376344,2.5533715975806452,2.7008669114919353,2.8272415795698924,1.9365648492204302,2.5137808009946236,2.389244205107527,4.260467305645161
1979-02-28,2.161770975520833,1.9589734600892856,2.190296056428571,3.7790119922172623,2.746372079389881,1.4780081614136904,2.9015429324255955,3.0718845355654762,3.2845301575892853,5.564708504761905,4.06195997202381,2.56904143110119,3.804395541666667,3.3500536687499998,3.37792054672619,2.7484267276785714,2.927878251205357,4.927996019940476,4.238326320982143,2.388317027083333,,4.251063415029762,3.390501994732143,3.9679305095238093,2.1165824916666667,1.7834377297619046,,4.308767900892857,2.7984451183035715,4.714116960119047,3.998048780372024,2.781419744047619,2.8777260336309523,3.1247812867559523,2.226289821904762,2.370019610550595,2.1801162035714285,4.594463119494048
1979-03-31,1.7997863949596773,2.0945980206989248,2.2637425293548388,5.065383454569893,2.223313007795699,1.6728004170833335,2.2049606361021503,3.3480311744623656,4.0222188202956985,6.217942378494624,5.2197631673387095,2.0285810512096774,3.2004000481182793,3.8876477862903225,3.782225400268817,2.6087293945698926,3.0030870228494626,5.508182273252689,3.59934225,2.294338381586021,,4.3799135102150535,4.519560002163979,4.690853255913979,2.0529131070564515,1.733869241532258,,5.416025996505376,3.1972297999999997,4.140716319892474,3.299493900026882,2.2868823038978494,2.415434223521505,3.799463700806452,2.2547716493548386,2.5626641770564516,1.97116420577957,5.771991870833334
1979-04-30,1.7765830244583334,1.9671731017499998,2.000960868111111,3.7775991555555555,2.5049443540416667,1.562500066638889,2.951908993888889,2.9932740917222223,3.1350811701388888,4.749763813333333,3.6562058747777777,2.185761955972222,3.503936761805556,2.9207997590277777,3.5572765244444446,2.2908867292083333,2.84868235175,3.9330307127777777,3.921715175416667,2.1868715166666663,,3.429036216152778,3.388009656597222,3.445993893652778,1.9051553009166668,1.9001902966944446,,3.893652034819444,2.3564128569444445,3.5947135843055555,3.6521385109583333,2.570588564,2.4233170177222223,2.7885371643055556,1.9114942975277778,2.49552420175,2.1995933679166666,4.112421611388888
1979-05-31,1.5011136040188173,2.0203858961155916,1.9645319429569894,3.75491609202957,1.9481945031586023,1.549197728951613,2.1206225660349465,2.7826962243279567,2.9288362004032256,4.328549836021505,4.039977988790323,1.5785002555376344,2.649376014919355,3.803561282392473,3.172866669489247,2.4064189809139784,2.730189847768817,3.502997785967742,3.545514276612903,1.9852097751344087,,3.4617048278225804,3.334978816827957,3.619218344139785,1.7670522311827956,1.5012451394623654,,3.745501895201613,2.6182884991935484,3.239845361021505,3.0751818448924735,2.3315535924462365,1.979872575013441,3.354797086424731,2.221895052594086,2.4195276480645163,1.7292138223118279,3.804898347580645
1979-06-30,1.4789866378333332,1.697463333638889,1.5451510965555555,3.287969027361111,2.027602855611111,1.3263149392083333,2.2929486239444445,2.5541044390972223,2.7484106569444444,4.372140142777778,3.5200612070277777,1.909030728222222,2.299853621944444,3.176244461805555,2.655030423888889,1.7965758888611112,2.3117540708333335,3.468200562625,3.014686623333333,1.629119364277778,,2.684453376388889,3.035882889180556,2.9611545775555554,1.4641382718611111,1.5395145519861113,,3.4797104777916665,2.447169763611111,2.79301311125,2.741429953611111,2.0747161865555555,1.856152999222222,3.0418661745833333,1.5212318102777778,2.043375513388889,2.0480810760277777,3.405399882222222
1979-07-31,1.6339979681989245,1.926899607137097,1.8262608937903224,3.313754347674731,2.1693450478494625,1.5446856755376344,2.3279689688709677,2.8806606823252685,3.2191870745967743,5.455460181586021,3.102620275497312,1.8473730017473118,2.4389850059139784,2.5735097788978494,2.6659763853494622,2.207801565456989,2.756450445564516,3.62673912405914,2.8027237165322583,1.9141810289919354,,3.5818549764784944,3.1333267672715057,3.346308793682796,1.700499239408602,1.8451388855241937,,3.8106516307526883,2.3610630129032257,3.619749488844086,2.606888425268817,2.1985527498655912,2.281741300403226,2.7484278517473117,1.835322663467742,2.3410933944623658,2.383844153575269,3.73164576639785
1979-08-31,1.5438972304301073,1.7158281692069894,1.765898274341398,3.4022292924327955,2.108552667271505,1.3581255699327957,2.19764411,2.378673137634409,2.7305755364247313,4.210359142876344,3.5971808606182796,1.9623346395698926,2.5738678545698925,2.9712273591397853,2.9272446411290325,2.043578854986559,2.5891463186290324,3.9197232962231183,2.863193049919355,1.8766733736693548,,3.346856240994624,3.0973161804166667,3.4090790608870964,1.6941521562096773,1.6164032267069892,,3.529558019314516,2.64524961155914,3.175293889516129,3.165343688172043,2.197930527016129,2.1976847396370967,3.0079515387096776,1.5847028615725807,2.2477776246639785,2.171146544233871,3.738971409811828
1979-09-30,1.534145826236111,1.6698912369305554,1.5843846286111112,3.230557150277778,1.7862723409583332,1.3432516075416667,1.9367254865694443,2.583947470138889,2.839278458,5.217709931388889,4.491950709930555,1.8553349706944444,2.089183578236111,3.5925683448611108,2.473319729861111,1.9450180356250002,2.385942798472222,4.480756256388888,3.573663874444444,1.719544900375,,3.9125065431111112,2.777809205791667,4.094452652222222,1.5161155584722223,1.4594097565416666,,3.8391879681527774,3.0088329201388886,3.374556726027778,2.3699518916527778,1.9322711637083334,1.8845116275138887,3.6325903313888888,1.766072240888889,2.156317900388889,2.0544078855555554,4.540202240694445
1979-10-31,1.7956002862096774,2.1727945320833335,1.867816310201613,3.485031920577957,2.234539629892473,1.2978105989919355,2.06599919922043,3.335251355672043,3.2029104530913974,5.40415537110215,4.0251245616935485,2.068726774650538,2.875436468682796,3.127145299596774,2.7700747020295697,2.4245430872849463,2.9779615213306454,4.267061329704301,4.351999158467742,1.9769380251344086,,3.307848864731183,3.1248829893951613,3.5835673311827954,1.7961011395564517,1.609489888548387,,3.908428088561828,2.725852908064516,3.523668083198925,3.0986632373252685,2.2210698592741935,2.5749073217741936,2.8895283666666667,2.047228218534946,2.6457763658064515,1.8780685711021503,4.046342859139785
