# General
## Title
### Wind Speed
## Abstract
### ERA5
## Date
### 2024-11-06
## Date type
### Publication: Date identifies when the data was issued
## Unit
### m s-1
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : WEMC
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@wemcouncil.org
### Organisation name
#### World Energy & Meteorology Council
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### NA
## Temporal extent
## Begin date
### 1979-01-01-0000
## End date
### 2024-10-31-2300
## Temporal resolution
### 1 month
## Geographic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
1979-01-31,3.19918266327957,3.8633409688172042,3.9108896564784947,7.585765028494624,4.5474507049731185,2.8781439414784944,4.8078506158602154,5.679095960080645,6.1872249740591405,7.888938589784946,7.164507137231183,3.7988330215053763,5.242816231451613,5.859557169758064,5.887619580645161,4.541411287069892,5.364568377822581,7.2176259107526874,6.858780874865592,4.066217101344086,,6.4012873360349465,6.488389139879032,6.663733621505377,3.630745937688172,3.051620397540322,,7.418967513709677,4.456932340591398,6.95012254233871,5.496383325268817,4.518432982930108,4.792242431854839,5.278886877688172,3.4397199014784947,4.425350491586022,4.065211593145161,7.361078049462366
1979-02-28,3.6852015763392854,3.374716416220238,3.7942873363839285,6.339131399747024,4.524764564732143,2.5227224211011907,4.564705353720238,5.444540836011905,5.7901555516369045,8.7980412625,7.009868908035715,4.039804383630953,6.349675254761905,6.231405577083334,5.710199415029762,4.727481990327381,5.11746114375,8.21058516577381,6.7298951830357145,3.915817952529762,,7.407625607440475,5.860180288392857,6.943845976488096,3.6769275693601196,2.9649664386160715,,7.1318854061011905,5.02437594047619,7.831368038690476,6.731617015327381,4.727444457142857,4.982927110863095,5.899912242261904,3.8466051197916666,4.188021965773809,3.555012083035714,7.637421564583334
1979-03-31,2.7907082709408604,3.614652808064516,3.8817401686424735,8.20556934610215,3.6511141347715057,2.8418818782258066,3.3082487840994625,5.907964598252689,6.925019679435484,9.83254930766129,8.544545879973118,3.082555075846774,5.20963423844086,6.776318666666667,6.294408319220429,4.551214837849463,5.307028370967742,8.895537118413978,5.724698874731183,3.68278804905914,,7.400497539919355,7.41155973266129,7.851781474596775,3.3937196946102155,2.7060721362903224,,8.7179657125,5.62530531451613,7.1509039697580645,5.41125859610215,3.901786785080645,4.238226493951613,6.655918197177419,3.874547833951613,4.480270264516129,3.0369250302419357,9.246948996774194
1979-04-30,2.7587550915,3.240504835416667,3.2261610712083333,6.15767181875,4.136530929486112,2.504396665555556,4.499483503472222,5.0308725,5.285277212083334,7.375837955694444,6.052467327361112,3.306398253888889,5.623378831666667,5.092552046388889,5.8271766340277775,3.7739928966666665,4.7800844275,6.3628907098611105,6.213884220694444,3.3893143455555554,,5.881880896944444,5.530099091666667,5.858111057777777,3.044006638902778,3.012411327625,,6.2112951236111105,3.947615305,5.993200415555556,5.9288880427777775,4.277096986875,4.064190844680556,4.8131060565277775,3.1038453719861114,4.12415733763889,3.35503597125,6.540557544305556
1979-05-31,2.1505563221774193,3.319202666666667,3.143818733481183,6.0893444987903225,3.1125162149193546,2.4921324695295697,3.096329545860215,4.710114707930107,4.942031072715054,6.710244911962366,6.599244202284947,2.261551199126344,4.128371536424731,6.550069263172042,5.219066143817204,3.9851646100403224,4.564941709543011,5.551393153091398,5.406708249731183,3.0300766526478498,,5.8448551606182795,5.444588567782258,6.076157305591398,2.7164076286693546,2.275234717217742,,5.961221108198925,4.501355041532258,5.423647277016129,4.745718164650538,3.8757398952956987,3.2252363606182795,5.757896026209678,3.658456674381721,4.045356219892473,2.5267015701612903,5.987883298521505
1979-06-30,2.089213257,2.7052979330555553,2.387165357486111,5.231456685833333,3.219472524236111,2.0312542418472224,3.4713734703055557,4.25816524625,4.520296432083334,6.504924368055556,5.525273431666666,2.7948833730555553,3.5247781531944447,5.217487295,4.266255149305556,2.8681899023333335,3.8412037429166666,5.406247207222222,4.776747404583333,2.3770854268472226,,4.429839413194444,4.900521981347222,4.823213270416667,2.1969380554166666,2.329347058861111,,5.401642773791666,3.922465358611111,4.598679061805555,4.165850927638889,3.381224807541667,3.0083434731666663,5.009559963333333,2.4034628615,3.313366696111111,3.0347111224999996,5.245515271805556
1979-07-31,2.3287730763037633,3.2116126559139784,2.8985367807258062,5.273533822580645,3.4452486142473115,2.415784881908602,3.4659944050806453,4.81824497983871,5.266358807526882,7.976004060349462,4.840737495967742,2.65875130672043,3.743930314650538,4.250091117204301,4.290090582392473,3.6350075239247315,4.634274930913978,5.6313442125,4.055986980645161,2.8781680026881724,,5.778918214919355,5.064154107083334,5.3540403607526885,2.5769682467204302,2.7942398356317204,,5.895216387849462,3.6666127040322576,5.854690820698925,3.9914210724462365,3.5908672377688173,3.729969335483871,4.534608670564516,3.0510682012768813,3.916548627284946,3.573371023655914,5.742841784811828
1979-08-31,2.2290853419623655,2.796479941532258,2.834180594489247,5.561906840026881,3.36864305186828,2.1000993199193547,3.1513551625537635,4.074017549596774,4.589188049731183,6.440808236827957,5.85591476061828,2.862454108064516,3.9765646173387093,5.021524933467742,4.748915396639785,3.3442839072580646,4.376294084811828,6.304923642069892,4.231996265994623,2.8156651784946236,,5.693580974327957,5.062610035873655,5.723105650806452,2.661174331370968,2.4785102195026885,,5.650931814919354,4.2550597301075275,5.309591679569893,4.909529194489248,3.6574245885752688,3.6995496663978495,5.046506912634408,2.5691906429301077,3.7300588984005376,3.226191000134409,5.87443200766129
1979-09-30,2.2280741104444446,2.6945018524027775,2.4938139227638887,5.412851785972222,2.861255918888889,2.0643939792777775,2.8112262995694444,4.3793452560277775,4.834285124305556,8.038136095,7.245935159166667,2.6933225927777777,3.263583302361111,6.1581834990277775,4.112500610416666,3.208242609444444,4.090916658611111,7.262900615277778,5.748129077916667,2.578536753472222,,6.569531513611111,4.769395610305556,6.779371639583333,2.3394865630833332,2.2117107773055555,,6.227472952486111,5.056497387916667,5.635672530694444,3.6909999398055553,3.206107354861111,3.122094939277778,6.188333405694444,2.9604328631527776,3.6093648283333337,3.0830801823611114,7.243343477916667
1979-10-31,2.8637681907258066,3.7063232763440856,3.1557258834005375,6.071439909677419,3.6424789436827956,2.1269219432930107,3.099439635900538,5.781802784274194,5.644123639919355,8.449999524596775,6.67933878373656,3.121263891935484,4.729943704704302,5.537063093010752,4.8277496629032255,4.179301067473118,5.251994338172043,7.142135448387097,7.171717058198925,3.1647601645161294,,5.908363071774193,5.5129638671236565,6.236939481854838,2.972975932822581,2.5912736732123656,,6.6126376922043,4.6713451419354834,6.205490279569893,5.0811241385752695,3.727816109139785,4.447770688844086,5.176739204569892,3.512902623884409,4.602120945416667,2.8629668430107524,6.704973820295699
