# General
## Title
### Wind Power Onshore
## Abstract
### ERA5
## Date
### 2024-12-06
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MW/MW
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : WEMC
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@wemcouncil.org
### Organisation name
#### World Energy & Meteorology Council
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### NA
## Temporal extent
## Begin date
### 1979-01-01-0000
## End date
### 2024-10-31-2300
## Temporal resolution
### 1 month
## Geographic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
1979-01-31,0.0,357341.3788047087,5347.792952130156,831020.954564226,106034.79282386,3149.0897982231,22958.617414848046,73458.62254302342,14415423.63303621,1691546.7029264958,102299.231374344,234769.22124731875,4764121.374895449,451190.0205479304,3655910.6270160517,85074.64049131887,67617.0849704406,1271038.5691240074,757.1105762928,1290392.4098309868,0.0,35238.60955799201,24003.376992324414,35812.820869093935,2725.0279181851,140712.24862858807,0.0,2110834.5371412677,697455.0900010072,1021879.4723392685,5371.7788390525,1046221.5431685122,840.2947121513985,553.017309252,534298.5201827239,1894770.3336825583,0.0,0.0
1979-02-28,0.0,221829.0763523571,3751.704687481187,556138.2856758952,93730.98191309231,2126.88611111319,17631.250511413244,59320.89088429752,11154154.287987605,1687534.2353611619,92616.28454045,237966.946168759,6123324.271955915,463958.6886654363,3161310.917673624,77700.09154611846,53975.43509448279,1428911.1453292095,638.4122675652,1016208.2030486327,0.0,42057.25609085566,17290.506888264565,36892.3904765482,2123.47567221281,110146.37950172584,0.0,1811930.5289719151,820502.2315882144,1101158.061647354,7007.20853417095,1032000.7833728977,769.9953006108481,656.026305657,637223.1206900097,1397488.9101761603,0.0,0.0
1979-03-31,0.0,280506.29899742693,4599.977083915088,917565.4354813129,62235.790891263154,3438.4755945382276,8713.76594483221,76772.26013131128,17893466.448276483,2277149.39062044,141223.53314664,132962.63630169944,4561383.35568774,623572.2992891583,4203022.232755437,76467.36726750506,62500.2014544243,1758936.048691914,559.26879788904,967880.4868312374,0.0,48558.13896379625,29622.517427138915,50172.237089498,2176.939445219032,84790.2848056012,0.0,2671488.9771259017,1144014.140770248,1102792.4148040558,5047.746217595,688108.3398540516,568.7737581103376,914.065382046,655718.7677035762,1768938.5607943442,0.0,0.0
1979-04-30,0.0,201830.37497213765,3140.9860303615337,529453.5395716913,80262.25889379637,1923.172165013175,17155.36533153822,51608.69660243143,9346372.18501456,1390137.726953129,70020.4872307555,146424.82738262406,5004171.659422182,335744.1783147756,3472460.9577834625,54190.46441505926,49964.63042505704,965367.321347642,620.2632124511999,777396.0156237824,0.0,27077.572205296303,15456.652371550781,26064.3754596094,1927.3061384680254,143237.36831760543,0.0,1442960.4280971133,490006.19886159437,711119.2889134225,5665.18107184125,864106.5457878256,553.3906113995376,428.236600494,412126.3419977256,1511093.9263478045,0.0,0.0
1979-05-31,0.0,204705.15674103086,3043.1050619642274,558566.12876985,36946.29056632019,1839.60459269274,7095.357723959518,45269.90279501085,8244865.604601078,1252611.7182210356,91281.333088776,43578.642407428044,2431922.6955751185,586018.0497377187,2821551.520845053,58620.27221885418,44690.98116046116,777153.9716084801,514.559466348,573512.3205621948,0.0,28868.29741884389,15553.708830674652,30651.763245655053,1401.9966179833145,45170.42159943424,0.0,1454144.827708,682758.0266424186,605846.6214436741,3380.9633674225,672965.8439103438,289.778966516052,676.624937934,531874.987722547,1352504.169181431,0.0,0.0
1979-06-30,0.0,118290.01083273075,999.6041942759554,354038.5574120704,40719.56116577974,925.3950395905875,9463.757653403964,33276.34802109248,6331630.413975196,1192577.12704049,60652.3811633688,99665.2727934177,1517504.490890253,318586.5846990702,1639986.081766688,18972.661495141565,25554.641254117025,674358.0119509589,389.791163240232,254347.19193937024,0.0,13386.958719838101,11007.214807337705,17146.79992652899,665.2037573321352,50720.76929876693,0.0,1054950.3924903949,488079.0811626576,366475.03070902854,2597.59739262,487936.5660080575,218.2881770599587,458.020986288,119015.66691155298,736119.5711218939,0.0,0.0
1979-07-31,0.0,181575.74799007238,1441.9535096372774,381532.04425878276,43720.69681593859,1415.865465635583,8749.27321528582,43761.55111257585,9409206.320822524,1712736.017808987,44784.83282212992,73133.370110939,1914307.3753613688,198504.74004608043,1585387.22455589,38778.49602042816,40940.11814094069,748051.9901935841,265.474583756592,434947.41130481544,0.0,26513.06366390103,11938.059783604855,22259.619147435,590.8880616942179,93459.75596239541,0.0,1340655.1710971189,396845.0916546347,679429.5491117181,2310.594459035,485025.0391710864,350.620204109682,366.2958023889,335948.3601187362,1097587.1854956823,0.0,0.0
1979-08-31,0.0,138830.2891198633,1451.3965570994255,443276.7154063671,46461.62674462573,1097.108542525815,6967.990670704107,29030.49004154934,6978839.434308116,1163581.4056160087,70346.307983741,99236.339951686,2178223.9978715633,296668.18115732877,2257867.567178898,30041.474034415456,37403.1954448236,957363.4813182699,304.184032244304,445847.2308230058,0.0,25447.24907634708,13268.77795868926,26043.6645314068,749.3669388568206,72749.644242019,0.0,1247362.5685233606,595331.391441079,553408.3292601118,3871.1662933125,529633.0746783821,391.67381125678,484.9755990318,167676.06157754906,1084200.926765557,0.0,0.0
1979-09-30,0.0,140443.9291923199,1175.1418713749808,398335.15747749124,27527.35488637231,987.454945294665,3435.1708090119,37593.28347880273,7964807.657783899,1637648.8704732298,101664.946824762,81972.32388605025,1482579.9552814346,485498.0642738157,1527895.1305051951,29663.45965591306,31137.39920054666,1240773.600031187,534.7042264764,349070.3398320136,0.0,35676.97432189539,9905.974416329338,36648.4832140308,715.4355752309355,53433.53155240802,0.0,1514913.970480425,863181.8488738739,653923.8392082423,2048.8110362458,380961.0913544376,264.5978071397487,767.0181662145,268739.80481419875,953124.2843093312,0.0,0.0
1979-10-31,0.0,314016.998800256,2109.0204488335826,544442.2266832982,59571.66126871233,880.9575761367075,5383.189042902311,76904.21567201887,11989274.537256526,1921755.3520744625,91153.122104142,153950.82229023776,3687784.9733987944,396114.4607545116,2419212.4369208696,56766.70719624762,59959.83514209059,1283102.2255046437,807.3904425624,630758.6109202255,0.0,27898.642883780856,15682.948043445964,30031.900058806,1284.104715153073,79551.56177413202,0.0,1765321.8236391584,808102.5844971315,788785.3006296952,4514.3108465341,620306.065628558,632.33890258084,547.993674432,483996.35538765194,1940629.0629417966,0.0,0.0
